ID	Block	Pop	CrossPop	Cytop	FamA	Fam	SurvPla	SurvSum0	SurvWin1	SurvSum1	SurvWin2	SurvSum2	SurvWin3	SurvSum3	SurvWin4	SurvSum4	Flow1	Flow2	Flow3	Flow4	TotSh1	TotSh2	TotSh3	FrSh1	FrSh2	FrSh3	SeFrG1	SeFrG2	SeFrG3	FlStart1	FlStart2	FlStart3	H1Sh1	TotFl1	PsM12
467	S4	F2	SNx 	S	F2A	F2A	1	1	1	1	1	1	1	1	1	1	1	1	1	1	5	3	2	4.8	5	7	7	3.666667	1.666666667	163	155	157	3.67	45	6.9468
468	S4	F2	NSx	N	F2B	F2B	1	1	1	1	1	1	1	1	1	1	1	1	1	1	5	2	2	2.6	6.5	5	6.333333	4.333333	3.666666667	159	152	155	4.65	26	10.52396667
469	S4	F1	Sx	S	F1A	F1A	1	1	1	1	1	1	1	1	1	1	1	1	1	1	4	2	2	3	2.5	3	11.333333	4	2	163	158	177	4.63	11	13.60033333
470	S4	F1	Sx	S	F1A	F1A	1	1	1	1	1	1	1	1	1	1	1	1	1	1	7	3	3	5.75	2	5	1.666667	0	0.333333333	163	159	159	4.75	43	16.46753333
471	S4	N	N	N	N2	N2	1	1	1	1	0	0	0	0	0	0	1	0	0	0	11	0	0	2.909090909	0	0	5	0	0	163	NA	NA	7.69	66	15.60663333
472	S4	S	S	S	S4	S4	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	0	0	4	0	0	4	0	0	157	NA	NA	1.43	6	9.626166667
473	S4	N	N	N	N2	N2	1	1	1	1	0	0	0	0	0	0	1	0	0	0	11	0	0	3	0	0	7	0	0	163	NA	NA	5.98	57	20.92153333
474	S4	N	N	N	N1	N1	1	1	1	1	0	0	0	0	0	0	1	0	0	0	2	0	0	2.5	0	0	6.333333	0	0	167	NA	NA	5.03	6	9.574933333
475	S4	F2	NSx	N	F2B	F2B	1	1	1	1	1	1	1	1	1	1	1	1	0	1	4	3	2	5.75	0	0	2.666667	0	0	163	174	NA	5.47	26	10.9712
476	S4	F2	SNx 	S	F2A	F2A	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	0	NA
478	S4	F2	NSx	N	F2B	F2B	1	1	1	1	1	1	0	0	0	0	1	0	0	0	6	0	0	4.333333333	0	0	11	0	0	163	NA	NA	4.74	41	10.72076667
479	S4	F2	SNx 	S	F2A	F2A	1	1	1	1	1	1	1	1	1	1	1	0	1	1	3	0	1	3.333333333	0	2	5	0	NA	163	NA	185	3.43	16	7.0895
480	S4	F2	NSx	N	F2B	F2B	1	1	1	1	1	1	0	0	0	0	1	0	0	0	1	0	0	4	0	0	0.666667	0	0	167	NA	NA	3.16	5	7.87305
481	S4	F2	NSx	N	F2B	F2B	1	1	1	1	1	1	1	1	1	1	1	1	1	1	4	2	3	6.25	6.5	5	5.333333	5.333333	1.333333333	159	157	170	3.83	28	11.42633333
482	S4	F2	SNx 	S	F2A	F2A	1	1	1	1	0	0	0	0	0	0	1	0	0	0	6	0	0	6	0	0	4	0	0	163	NA	NA	7.92	53	17.22636667
483	S4	N	N	N	N1	N1	1	1	1	1	0	0	0	0	0	0	1	0	0	0	4	0	0	4	0	0	7.333333	0	0	163	NA	NA	5.82	19	14.0595
484	S4	F2	SNx 	S	F2A	F2A	1	1	1	1	1	1	1	1	1	1	1	0	1	0	4	1	3	7.5	0	5	3	0	4.666666667	163	NA	173	6.12	38	14.3187
485	S4	F1 	Nx	N	F1C	F1B	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6	2	2	3.4	5	5	6	1.666667	1.666666667	163	157	159	5.35	28	10.65646667
486	S4	F1 	Sx	S	F1B	F1A	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	6	1	3	6	1	NA	163	166	194	4.7	8	12.797
487	S4	N	N	N	N9	N9	1	1	1	1	0	0	0	0	0	0	1	0	0	0	9	0	0	3.375	0	0	6	0	0	163	NA	NA	6.94	58	17.34303333
488	S4	S	S	S	S13	S13	1	1	1	1	1	1	1	1	1	1	1	1	1	1	7	3	2	3.714285714	3.666666667	4	2.666667	2.5	16.66666667	157	155	155	3.1	50	7.0311
489	S4	F1 	Nx	N	F1C	F1B	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	2	1	5	4	2	4	3.666667	NA	159	161	194	3.57	6	11.74066667
490	S4	N	N	N	N4	N4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	0	NA
493	S4	F2	NSx	N	F2B	F2B	1	1	1	1	0	0	0	0	0	0	1	0	0	0	4	0	0	2.75	0	0	9	0	0	159	NA	NA	3.38	15	10.3845
494	S4	F2	NSx	N	F2B	F2B	1	1	1	1	0	0	0	0	0	0	1	0	0	0	1	0	0	12	0	0	3.333333	0	0	159	NA	NA	2.73	19	9.010333333
495	S4	F2	NSx	N	F2B	F2B	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	0	3	0	0	7	0	0	163	186	NA	3.94	9	12.76803333
496	S4	F2	SNx 	S	F2A	F2A	1	1	1	1	1	1	1	1	0	0	1	1	1	0	3	1	2	5	3	4	1.666667	2	0.666666667	163	161	159	6.78	20	23.66393333
497	S4	N	N	N	N3	N3	1	1	1	1	0	0	0	0	0	0	1	0	0	0	6	0	0	4.5	0	0	3.333333	0	0	163	NA	NA	6.45	36	17.97463333
498	S4	F2	SNx 	S	F2A	F2A	1	1	1	1	1	0	0	0	0	0	1	0	0	0	10	0	0	4.9	0	0	3	0	0	163	NA	NA	6.95	63	16.56306667
500	S4	F2	NSx	N	F2B	F2B	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6	3	2	5.5	4	3	3	2.666667	0.666666667	159	157	174	2.66	42	13.8333
501	S4	F1 	Nx	N	F1C	F1B	1	1	1	1	1	1	1	1	1	1	1	1	1	1	8	4	3	5.166666667	3.5	6	1.333333	3.666667	2.666666667	163	155	156	2.86	33	8.797
502	S4	F2	NSx	N	F2B	F2B	1	1	1	1	0	0	0	0	0	0	1	0	0	0	11	0	0	5.363636364	0	0	2.666667	0	0	159	NA	NA	4.84	99	12.18843333
503	S4	F1 	Nx	N	F1C	F1B	1	1	1	1	1	1	1	1	1	1	1	1	1	1	4	2	1	3.333333333	4	2	4.333333	2.333333	NA	163	156	186	4.7	16	14.7408
505	S4	F1 	Nx	N	F1C	F1B	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	0	NA
506	S4	F1 	Nx	N	F1C	F1B	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	0	0	4	0	0	5	0	0	167	NA	NA	3.71	5	9.6099
507	S4	S	S	S	S2	S2	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	1	0	2	0	0	9	0	0	159	NA	NA	2.71	4	6.06305
508	S4	F2	NSx	N	F2B	F2B	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	0	1	5	0	1	9	0	NA	159	NA	203	3.16	11	11.68575
509	S4	F2	NSx	N	F2B	F2B	1	1	1	1	1	1	1	1	0	0	1	0	0	0	1	1	0	4	0	0	0.666667	0	0	159	NA	NA	3.72	9	7.81
510	S4	F2	SNx 	S	F2A	F2A	1	1	1	1	1	1	1	1	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	NA	166	NA	NA	0	4.2823
511	S4	F2	SNx 	S	F2A	F2A	1	1	1	1	0	0	0	0	0	0	1	0	0	0	6	0	0	5.166666667	0	0	7.666667	0	0	163	NA	NA	4.66	36	14.8317
512	S4	N	N	N	N3	N3	1	1	1	1	0	0	0	0	0	0	1	0	0	0	9	0	0	4	0	0	7	0	0	159	NA	NA	5.63	51	20.26263333
514	S4	F2	SNx 	S	F2A	F2A	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	0	NA
515	S4	F2	NSx	N	F2B	F2B	1	1	1	1	1	1	1	1	1	1	1	1	1	0	4	2	1	3.666666667	3	2	5.333333	5.666667	NA	159	159	209	4.25	21	13.23863333
516	S4	F2	NSx	N	F2B	F2B	1	1	1	1	1	1	1	1	1	1	1	1	1	1	4	3	2	5.333333333	2	3	7	0.333333	0	159	159	159	4.86	22	13.51623333
517	S4	F2	SNx 	S	F2A	F2A	1	1	1	1	0	0	0	0	0	0	1	0	0	0	7	0	0	7.285714286	0	0	3	0	0	159	NA	NA	5.92	78	8.042233333
518	S4	F1 	Nx	N	F1B	F1B	1	1	1	1	1	1	1	1	1	1	1	1	1	0	2	2	2	5	3	2	4.666667	2	NA	163	161	185	6.77	12	15.83816667
519	S4	F2	SNx 	S	F2A	F2A	1	1	1	1	1	1	1	1	1	0	1	0	0	0	3	0	0	5.333333333	0	0	3.333333	0	0	163	NA	NA	5.22	22	5.297
521	S4	S	S	S	S2	S2	1	1	1	1	1	1	0	0	0	0	1	0	0	0	1	0	0	2	0	0	NA	0	0	159	NA	NA	1.97	2	NA
522	S4	N	N	N	N3	N3	1	1	1	1	0	0	0	0	0	0	1	0	0	0	1	0	0	2	0	0	2	0	0	167	NA	NA	2.13	2	NA
523	S4	S	S	S	S16	S16	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	0	NA
524	S4	S	S	S	S6	S6	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	159	NA	NA	2.21	1	NA
525	S4	N	N	N	N10	N10	1	1	1	1	0	0	0	0	0	0	1	0	0	0	1	0	0	3	0	0	4.666667	0	0	169	NA	NA	4.61	4	10.6513
526	S4	F2	SNx 	S	F2A	F2A	1	1	1	1	0	0	0	0	0	0	1	0	0	0	6	0	0	4.666666667	0	0	6.666667	0	0	163	NA	NA	5.65	48	12.06823333
527	S4	F1 	Nx	N	F1C	F1B	1	1	1	1	1	1	1	1	1	1	1	1	1	1	10	10	9	8.9	5.444444444	8	1	3.333333	0.666666667	159	153	155	6.4	120	17.41603333
528	S4	F2	SNx 	S	F2A	F2A	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	5	3	7	10.333333	0	0.666666667	159	159	165	4.46	14	10.39216667
529	S4	N	N	N	N9	N9	1	1	1	1	0	0	0	0	0	0	1	0	0	0	6	0	0	4.666666667	0	0	4.666667	0	0	163	NA	NA	5.37	38	17.96166667
531	S4	F2	NSx	N	F2B	F2B	1	1	1	1	1	1	1	1	1	1	1	1	1	1	8	4	5	3.25	1.75	1	6.333333	2	NA	159	159	190	3.95	67	11.909
533	S4	F2	SNx 	S	F2A	F2A	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	3	2	0	2	0	197	158	183	5.52	0	10.7355
534	S4	F2	NSx	N	F2B	F2B	1	1	1	1	1	1	1	1	1	1	1	1	1	0	7	3	2	3	1	2	6.666667	1	0	163	161	178	5.26	38	10.21413333
535	S4	N	N	N	N9	N9	1	1	1	1	0	0	0	0	0	0	1	0	0	0	2	0	0	2.5	0	0	9.25	0	0	168	NA	NA	5.17	6	13.95536667
536	S4	F2	SNx 	S	F2A	F2A	1	1	1	1	1	1	1	1	0	0	1	0	0	0	4	0	0	2.25	0	0	4	0	0	170	NA	NA	3.18	11	10.4423
537	S4	F2	SNx 	S	F2A	F2A	1	1	1	1	0	0	0	0	0	0	1	0	0	0	2	0	0	3.5	0	0	9.333333	0	0	167	NA	NA	4.17	11	10.10616667
538	S4	F2	NSx	N	F2B	F2B	1	1	1	1	0	0	0	0	0	0	1	0	0	0	1	0	0	2	0	0	5	0	0	163	NA	NA	2.38	5	7.1882
540	S4	S	S	S	S6	S6	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	0	0	5	0	0	18.333333	0	0	159	NA	NA	2.32	8	6.4028
541	S5	N	N	N	N1	N1	1	1	1	1	0	0	0	0	0	0	1	0	0	0	3	0	0	3.666666667	0	0	5.333333	0	0	167	NA	NA	7.39	15	17.72913333
543	S5	F1 	Sx	S	F1B	F1A	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	2	2	3.5	0	8	2.333333	0	0	203	180	158	8.19	9	12.50213333
544	S5	F2	SNx 	S	F2A	F2A	1	1	1	1	0	0	0	0	0	0	1	0	0	0	3	0	0	9.333333333	0	0	9.666667	0	0	163	NA	NA	7.2	42	8.676633333
545	S5	F1 	Nx	N	F1B	F1B	1	1	1	1	0	0	0	0	0	0	1	0	0	0	3	0	0	6	0	0	12.666667	0	0	186	NA	NA	16	18	19.82946667
546	S5	F2	NSx	N	F2B	F2B	1	1	1	1	1	1	1	1	1	1	1	1	1	1	4	1	2	4	0	3	3	0	2.333333333	163	180	177	5.04	27	13.69906667
547	S5	F1 	Nx	N	F1B	F1B	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	6	0	3	6.666667	0	2.333333333	163	NA	159	5.28	9	14.69665
548	S5	N	N	N	N10	N10	1	1	1	1	0	0	0	0	0	0	1	0	0	0	5	0	0	4.4	0	0	9	0	0	163	NA	NA	7.4	29	20.84376667
549	S5	F2	SNx 	S	F2A	F2A	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	1	1	6.5	0	5	6	0	0.333333333	159	159	167	4.27	20	15.4691
550	S5	S	S	S	S13	S13	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	0	18	5	0	4.333333	11.333333	0	155	155	NA	2.1	19	6.807433333
551	S5	F2	NSx	N	F2B	F2B	1	1	1	1	1	1	1	1	1	1	1	1	0	1	4	2	0	12	1	0	2.333333	1	0	159	161	NA	3.72	33	15.24226667
552	S5	F1 	Sx	S	F1C	F1A	1	1	1	1	1	1	1	1	1	1	0	1	0	0	0	1	0	0	0	0	0	0	0	NA	158	NA	NA	0	9.544
553	S5	S	S	S	S7	S7	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	0	0	7	0	0	13.666667	0	0	159	NA	NA	2.35	12	NA
554	S5	F2	SNx 	S	F2A	F2A	1	1	1	1	1	1	1	1	1	1	1	1	1	1	5	4	2	4	4	2	10.333333	5.666667	NA	163	161	185	5.71	33	11.9358
555	S5	S	S	S	S7	S7	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	0	0	3	0	0	10.666667	0	0	163	NA	NA	1.82	3	7.434
556	S5	F2	NSx	N	F2B	F2B	1	1	1	1	1	1	0	0	0	0	1	1	0	0	4	1	0	7	0	0	4.666667	0	0	159	177	NA	6.01	39	19.97463333
557	S5	F1 	Nx	N	F1C	F1B	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	6	8	0	4	7.333333	0	2.333333333	163	187	156	4.7	9	NA
558	S5	F2	NSx	N	F2B	F2B	1	1	1	1	1	1	1	1	1	1	1	0	1	1	2	2	4	16	0	5	6.666667	0	2	159	NA	170	4.18	19	14.10793333
559	S5	N	N	N	N9	N9	1	1	1	1	0	0	0	0	0	0	1	0	0	0	7	0	0	2.4	0	0	7	0	0	184	NA	NA	11.46	19	17.69666667
560	S5	F2	SNx 	S	F2A	F2A	1	1	1	1	0	0	0	0	0	0	1	0	0	0	2	0	0	3	0	0	13	0	0	181	NA	NA	8.5	6	6.431866667
561	S5	S	S	S	S14	S14	1	1	1	1	1	1	1	1	1	1	1	0	1	1	2	0	1	6	0	2	9.666667	0	0	156	NA	159	2.92	15	NA
563	S5	S	S	S	S2	S2	1	1	1	1	1	1	1	1	1	0	1	0	1	0	1	0	1	7	0	0	4.666667	0	0	163	NA	159	1.91	9	NA
564	S5	F1 	Sx	S	F1C	F1A	1	1	1	1	1	1	1	1	1	1	1	1	1	1	7	4	2	4.833333333	5	9	3.666667	0	4.333333333	163	155	156	4.87	42	12.6572
565	S5	N	N	N	N2	N2	1	1	1	1	1	0	0	0	0	0	1	0	0	0	6	0	0	2.2	0	0	7	0	0	168	NA	NA	6.61	15	19.55103333
566	S5	F1 	Nx	N	F1C	F1B	1	1	1	1	1	1	1	1	1	1	1	1	1	1	5	1	2	3	5	3	9	11.333333	5.666666667	163	158	180	4.87	24	16.55495
570	S5	F1 	Nx	N	F1C	F1B	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	2	2	2	1	4	4	4	4.666666667	184	161	174	8.21	9	16.14166667
571	S5	F1 	Nx	N	F1C	F1B	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	0	NA
572	S5	F2	SNx 	S	F2A	F2A	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	1	1	3.333333333	0	5	5.666667	0	0.333333333	159	162	169	4.28	17	5.7593
573	S5	N	N	N	N2	N2	1	1	1	1	0	0	0	0	0	0	1	0	0	0	4	0	0	3.75	0	0	9.333333	0	0	163	NA	NA	6.24	23	17.0847
574	S5	F2	NSx	N	F2B	F2B	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	2	6	11	0	3	7.666667	0	0.666666667	163	187	159	3.56	48	18.2412
575	S5	F2	SNx 	S	F2A	F2A	1	1	1	1	1	1	1	1	0	0	1	1	1	0	4	1	1	7	5	6	5.666667	0	0	163	157	158	5.47	10	16.53243333
576	S5	F2	NSx	N	F2B	F2B	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6	5	4	11.83333333	5.75	12	3.333333	9.333333	0	163	157	158	5.57	92	13.5183
577	S5	F2	NSx	N	F2B	F2B	1	1	1	1	0	0	0	0	0	0	1	0	0	0	4	0	0	5.5	0	0	2.666667	0	0	159	NA	NA	4.31	30	15.72693333
579	S5	F1 	Nx	N	F1C	F1B	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	0	NA
581	S5	F2	SNx 	S	F2A	F2A	1	1	1	1	1	1	1	1	0	0	1	1	1	0	3	1	3	3.333333333	1	1	9	3	2.333333333	163	161	185	5.33	23	5.5836
582	S5	F2	NSx	N	F2B	F2B	1	1	1	1	1	1	1	1	1	1	1	1	0	0	4	2	0	5.333333333	4	0	3.666667	1.333333	0	163	157	NA	4.25	19	10.41253333
583	S5	F1 	Nx	N	F1C	F1B	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6	3	2	3.666666667	2.333333333	2	1.333333	3.666667	3	163	158	168	3.84	34	8.3374
584	S5	F1 	Nx	N	F1C	F1B	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	0	NA
586	S5	F1 	Nx	N	F1A	F1B	1	1	1	1	0	0	0	0	0	0	1	0	0	0	3	0	0	2	0	0	1	0	0	163	NA	NA	6.13	13	9.789266667
587	S5	F1 	Nx	N	F1C	F1B	1	1	1	1	0	0	0	0	0	0	1	0	0	0	9	0	0	6.714285714	0	0	7.333333	0	0	159	NA	NA	5.82	68	14.35506667
589	S5	F2	SNx 	S	F2A	F2A	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6	5	8	7.833333333	3.4	5	3	0.666667	0.333333333	159	157	158	4.99	58	7.7156
591	S5	S	S	S	S9	S9	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	5	2	3	8.333333	5	3.666666667	153	155	185	2.17	12	4.998466667
592	S5	F2	SNx 	S	F2A	F2A	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6	2	4	7.4	7.5	11	2.666667	1.666667	3	159	158	157	6.88	46	10.76026667
593	S5	F2	SNx 	S	F2A	F2A	1	1	1	1	1	1	0	0	0	0	1	1	0	0	8	6	0	6	2	0	11	NA	0	159	159	NA	4.82	70	9.820066667
594	S5	N	N	N	N9	N9	1	1	1	1	0	0	0	0	0	0	1	0	0	0	13	0	0	4.461538462	0	0	4.666667	0	0	159	NA	NA	6.08	96	19.1895
595	S5	N	N	N	N2	N2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	0	NA
596	S5	F1 	Nx	N	F1C	F1B	1	1	1	1	1	1	1	1	1	1	1	1	1	1	4	2	3	4	5	5	2.666667	4.333333	5.666666667	159	157	157	4.81	16	9.355733333
597	S5	N	N	N	N3	N3	1	1	1	1	1	1	0	0	0	0	1	0	0	0	6	1	0	3	0	0	8.333333	0	0	163	NA	NA	6.58	19	17.12443333
598	S5	F2	NSx	N	F2B	F2B	1	1	1	1	1	1	1	1	1	0	1	1	1	0	6	3	4	4	2.666666667	2	8	0.333333	4.333333333	159	157	158	3.75	34	8.5038
601	S5	F2	SNx 	S	F2A	F2A	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	0	NA
602	S5	F2	NSx	N	F2B	F2B	1	1	1	1	0	0	0	0	0	0	1	0	0	0	6	0	0	4.333333333	0	0	7.333333	0	0	163	NA	NA	2.65	31	16.17913333
603	S5	N	N	N	N3	N3	1	1	1	1	0	0	0	0	0	0	1	0	0	0	6	0	0	6.333333333	0	0	11	0	0	163	NA	NA	8.85	44	13.04536667
604	S5	F2	SNx 	S	F2A	F2A	1	1	1	1	1	1	1	1	1	1	1	1	1	1	9	4	5	6.125	5.5	8	4.666667	0	1.333333333	156	158	156	4.86	93	6.779966667
606	S5	N	N	N	N3	N3	1	1	1	1	0	0	0	0	0	0	1	0	0	0	9	0	0	3.875	0	0	3.333333	0	0	163	NA	NA	6.41	39	16.71753333
607	S5	F1 	Nx	N	F1A	F1B	1	1	1	1	0	0	0	0	0	0	1	0	0	0	12	0	0	1.8	0	0	1.666667	0	0	163	NA	NA	6.16	64	12.35623333
608	S5	S	S	S	S10	S10	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	1	9	0	0	12.666667	0	0	159	NA	163	2.29	9	NA
609	S5	F2	NSx	N	F2B	F2B	1	1	1	1	1	1	1	1	1	1	1	1	1	1	9	8	6	8.888888889	3.5	6	3.666667	1.333333	0.666666667	157	159	168	5.11	122	5.964166667
610	S5	F2	SNx 	S	F2A	F2A	1	1	1	1	1	1	1	1	1	1	1	1	1	1	7	5	5	5.714285714	5.2	4	10.666667	10	5.666666667	159	157	158	5.02	63	7.927033333
611	S5	F2	NSx	N	F2B	F2B	1	1	1	1	1	1	1	1	1	1	1	1	1	1	5	3	3	6.6	4.5	6	5.666667	6.666667	0.333333333	163	158	163	6.76	48	NA
612	S5	N	N	N	N1	N1	1	1	1	1	0	0	0	0	0	0	1	0	0	0	5	0	0	2.8	0	0	6.666667	0	0	163	NA	NA	5.95	18	16.2099
613	S5	N	N	N	N4	N4	1	1	1	1	0	0	0	0	0	0	1	0	0	0	2	0	0	1.5	0	0	5.5	0	0	168	NA	NA	5.23	3	14.2901
615	S5	S	S	S	S6	S6	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	0	0	8	0	0	16.333333	0	0	157	NA	NA	3.33	9	NA
617	S5	F2	SNx 	S	F2A	F2A	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	3	5	3	7	3	1	0	159	157	163	3.08	10	8.237066667
618	S5	F1 	Nx	N	F1C	F1B	1	1	1	1	1	1	1	1	1	1	1	1	1	1	5	2	5	5.4	4	6	5.333333	0.333333	2.333333333	159	158	155	5.28	31	11.39603333
619	S5	F2	SNx 	S	F2A	F2A	1	1	1	1	0	0	0	0	0	0	1	0	0	0	11	0	0	4.363636364	0	0	4.333333	0	0	163	NA	NA	5.51	74	6.650066667
621	S5	F2	SNx 	S	F2A	F2A	1	1	1	1	1	1	0	0	0	0	1	1	0	0	5	1	0	6.2	1	0	4	NA	0	159	162	NA	4.9	39	10.7935
622	S5	N	N	N	N10	N10	1	1	1	1	0	0	0	0	0	0	1	0	0	0	5	0	0	2.4	0	0	8.333333	0	0	163	NA	NA	6.37	18	13.93496667
623	S5	F2	SNx 	S	F2A	F2A	1	1	1	1	1	1	1	1	1	1	1	1	1	0	5	4	2	3.2	5	13	11	2.333333	3	163	157	164	5.69	29	13.84643333
624	S5	F2	NSx	N	F2B	F2B	1	1	1	1	1	1	1	1	1	1	1	1	1	1	7	6	7	5.428571429	3	4	13	3.666667	5.333333333	159	158	157	5.06	62	8.462766667
625	S5	F2	NSx	N	F2B	F2B	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	2	2	6	3	2	3	5	3	157	156	185	2.18	7	5.481966667
626	S5	F1 	Sx	S	F1C	F1A	1	1	1	1	1	1	1	1	1	1	1	1	1	0	7	6	4	7.142857143	7.333333333	6	6.333333	7.666667	4.666666667	163	157	169	7.73	62	14.12843333
627	S5	F2	SNx 	S	F2A	F2A	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6	1	2	3.333333333	1	6	4.333333	1	0.666666667	159	166	174	2.84	30	12.15753333
628	S5	F2	NSx	N	F2B	F2B	1	1	1	1	1	1	1	1	1	1	1	1	1	1	5	1	2	3.8	2	3	7	1	5	163	171	170	4.47	28	NA
629	S5	F2	NSx	N	F2B	F2B	1	1	1	1	1	1	1	1	1	1	1	1	1	1	5	2	3	4.6	6.5	6	6	8	8.666666667	157	155	154	1.42	27	7.9465
630	S5	F2	NSx	N	F2B	F2B	1	1	1	1	0	0	0	0	0	0	1	0	0	0	6	0	0	3.25	0	0	3	0	0	163	NA	NA	4.22	19	10.14
632	S5	F2	NSx	N	F2B	F2B	1	1	1	1	1	0	0	0	0	0	1	0	0	0	9	0	0	7.777777778	0	0	0.666667	0	0	163	NA	NA	8.44	99	14.1945
633	S5	S	S	S	S8	S8	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	0	NA
634	S5	F2	NSx	N	F2B	F2B	1	1	1	1	1	1	1	1	1	1	1	1	1	1	8	5	4	4	5.333333333	7	6	4.333333	6.333333333	156	156	155	3.71	46	10.70723333
636	S5	F2	SNx 	S	F2A	F2A	1	1	1	1	1	1	1	1	1	1	1	1	1	1	5	3	4	5	9	5	5	17.333333	2.333333333	159	155	163	2.78	51	8.166133333
637	S5	F2	SNx 	S	F2A	F2A	1	1	1	1	1	1	1	1	1	1	1	1	1	1	5	4	5	8	3.666666667	7	9.666667	4.666667	2.333333333	163	161	158	8.79	49	15.05173333
638	S5	F2	NSx	N	F2B	F2B	1	1	1	1	1	1	1	1	1	1	1	1	1	1	4	3	3	4.666666667	3	3	4.333333	4	2.333333333	163	159	173	5.17	16	13.19546667
639	S5	F2	SNx 	S	F2A	F2A	1	1	1	1	1	0	0	0	0	0	1	0	0	0	8	0	0	2.571428571	0	0	1.333333	0	0	163	NA	NA	4.7	43	3.676266667
640	S5	F2	NSx	N	F2B	F2B	1	1	1	1	1	0	0	0	0	0	1	0	0	0	4	0	0	4.5	0	0	3	0	0	163	NA	NA	6.3	23	11.37216667
642	S5	F2	SNx 	S	F2A	F2A	1	1	1	1	1	1	1	1	1	1	1	0	1	1	5	1	2	4.4	0	4	5	0	2	163	NA	159	6.52	32	9.016
643	S5	F2	NSx	N	F2B	F2B	1	1	1	1	1	1	1	1	1	1	1	1	1	1	7	4	4	4.571428571	3.5	6	4.333333	0	4	163	159	170	6.75	38	14.3761
644	S5	F2	SNx 	S	F2A	F2A	1	1	1	1	1	1	1	1	1	1	1	1	1	1	8	3	3	2.5	1	3	2.666667	1	NA	163	166	198	0.73	22	9.089133333
645	S5	S	S	S	S2	S2	1	1	1	1	1	1	1	1	1	0	1	0	1	0	1	0	1	4	0	0	14.333333	0	0	155	NA	159	2.08	10	NA
646	S5	F2	NSx	N	F2B	F2B	1	1	1	1	0	0	0	0	0	0	1	0	0	0	9	0	0	6.666666667	0	0	4	0	0	159	NA	NA	6.25	49	15.71606667
647	S5	F2	SNx 	S	F2A	F2A	1	1	1	1	1	1	1	1	1	0	1	1	1	0	8	4	6	7.625	3.75	5	4.333333	NA	NA	163	157	163	5.32	68	14.0149
